PASID,objectType,broadperiod,periodFromName,periodToName,fromdate,todate,description,notes,workflow,materialTerm,secondaryMaterialTerm,subsequentActionTerm,discoveryContext,datefound1,datefound2,TID,rallyName,weight,height,diameter,thickness,length,quantity,identifier,recorder,regionName,county,district,parish,fourFigure,gridSource,fourFigureLat,fourFigureLon,objectID,knownas,filename,imageLabel,imageCopyrightHolder,imageLicense,imageURL,thumbnail
259468,Unidentified Object,Bronze Age,Bronze Age,POST MEDIEVAL,-1000,1800,A rod-like apparent implement with a rounded chisel-shaped terminal; the other end is broken. The section across the length of the rod is circular. The rod tapers gently before expanding where the flattening begins for the terminal. The object is patinated dark green and appears to have broken across a fault in the casting.,The date of the object is quite unknown but could be as early as the Bronze Age.,4,Copper alloy,,,Metal detector,2008-12-21T00:00:00Z,,,,7.48,,5.46,,62.12,1,David W Williams,David W Williams,South East,Hampshire,Test Valley,Nether Wallop,SU2734,,51.104669,-1.615738,SUR-F9D564,,08.1623.JPG,Bronze or Iron Age: Chisel or awl,Surrey County Council,Attribution-ShareAlike License,https://finds.org.uk/images/dwilliams/08.1623.JPG,https://finds.org.uk/images/thumbnails/213347.jpg
259584,Casting Waste,Bronze Age,Bronze Age,BRONZE AGE,-2150,-800,"Bronze Age cast copper alloy casting waste; it is trapezoid in plan with a rectangular cross section. The surface is worn and pitted. It is 27.12mm long, 29.51mm wide, 13.59mm thick and weighs 45.56 grams.",,4,Copper alloy,,Finder applying for an export licence,Metal detector,2009-06-04T23:00:00Z,,,,45.56,,,13.59,27.12,1,Paul Sealey,Kate Orr,Eastern,Essex,Tendring,Wix,TM1629,From finder,51.917612,1.139482,ESS-FC6DF6,,FC6DF6.jpg,ESS-FC6DF6 Bronze Age casting waste,Colchester Museums,Attribution-ShareAlike License,https://finds.org.uk/images/korr/FC6DF6.jpg,https://finds.org.uk/images/thumbnails/214577.jpg
259874,Spear,Bronze Age,Bronze Age,,,,"An incomplete cast copper-alloy spearhead of Bronze Age date. It is heavily corroded, due to this the edges are heavily worn and it has an orange patina. It has a pronounced mid-rib with flat wings, in plan the spear is leaf shaped. In section the spear head is lozenge-shaped with a deep hollow casting. Its appearance suggests parallels with Middle Bronze Age spear heads",,4,Copper alloy,,,Metal detector,2009-03-01T00:00:00Z,,,,51.2,,,14.02,119.08,1,Hannah Farnaby,Robert Collins,East Midlands,Lincolnshire,East Lindsey,Claxby with Moorby,TF3064,From finder,53.157269,-0.057229,NCL-245237,,DSCN9534.JPG,A cast copper-alloy Bronze Age spear head,Museum of Antiquities of the University and Society of Antiquaries of Newcastle upon Tyne,Attribution-ShareAlike License,https://finds.org.uk/images/rcollins/DSCN9534.JPG,https://finds.org.uk/images/thumbnails/213929.jpg
259938,Hoard,Bronze Age,Bronze Age,BRONZE AGE,-1150,-800,"Sword fragment - Tip of blade with very straight sides and flattened oval in section. Bevelled for the cutting edge, which is slightly damaged along both sides. Light brown patination, except near the break where the blade is slightly bent and the surface green and slightly corroded. Width at break 35mm, length at least 117mm.


Spear - Tip of socketed spear, broken before base of socket. The median rib is prominent and the edges bevelled. The tip is bent sideways in a slight curve. Most of the surface is covered with orange-brown patination or corrosion, which also covered the break.","These two fragments are additional to a hoard discovered in 1997.






Late Bronze Age






The age and precious metal content of this item therefore qualify it as treasure under the stipulations of the Treasure Act 1996.",4,Copper alloy,,Donated to museum after being declared Treasure,Metal detector,2008-07-31T23:00:00Z,,2009T316,,,,,10,69,1,Erica Darch,Erica Darch,Eastern,Norfolk,King's Lynn and West Norfolk,Fincham,,,,,NMS-27D9C2,,2009 T316a.jpg,copper-alloy sword and spear frag,The British Museum,Attribution-ShareAlike License,https://finds.org.uk/images/hlouth/2009 T316a.jpg,https://finds.org.uk/images/thumbnails/328157.jpg
259951,Socketed Axehead,Bronze Age,Bronze Age,BRONZE AGE,-800,-600,"This find is of a particularly good example of a late Bronze Age socketed axe in the tradition of the Llyn Fawr phase (800 - 600BC). The axe has a long, elegant form, with a single mouth moulding, now partly missing, and a well defined loop (external width - 20.69mm, internal - 6.18mm), formed just below the lip. There are no design mouldings to the faces of the axe but they are slightly convex in form. The mouth is near circular and the internal moulding replicates the exterior form, excluding the blade tips, to a depth of 85mm, with no mould lines. The sides of the axe have clear moulding seams that have been in part, hammer finished with the exception of the seam on the loop. The loop also has what might be a casting flash to its lower edge. The blade is slightly flanged with a cutting edge, measured from the intact half of 56mm and a width of 47mm. The flange would appear to be accomplished in the mould with no signs of further hammering to extend the tips. One tip is now missing and the cutting edge is largely corroded away. There is perhaps evidence of sharpening, as the blade tip has many fine transverse scratch marks across the width of the cutting edge. That the blade has been used is confirmed by a great many longitudinal/part diagonal scratches and gouges covering most of the blade surfaces. On one face, there is a large gouge near centre of the face and starting just under half way up and running to the mouth moulding. That gouge would appear to be consistent with use as it starts fine and narrow and expands in width and depth as it travels up the face. It is possible that it was responsible for the eventual damage to the mouth moulding. The surface shows sporadic outburst of corrosion but for the greater part, it has a fine polished dark brown patina.","The Catalogue of the Bronze Age Collections (NMW) Fig 46-5 (P194) has a similar axe with a slight variation to the mouth moulding, from the Llynfawr Hoard.",4,Copper alloy,,,Metal detector,2009-05-25T23:00:00Z,,,,173.8,,31.41,,120,1,Rod Trevaskus,Rod Trevaskus,Wales,Wrexham,Wrexham,Holt,SJ3752,GPS (from the finder),53.061515,-2.941524,CPAT-357295,,2873-0002.jpg,Bronze Age - Llyn Fawr - Socketed Axe,Clywd-Powys Archaeological Trust,Attribution-ShareAlike License,https://finds.org.uk/images/rod/2873-0002.jpg,https://finds.org.uk/images/thumbnails/213967.jpg
259953,Spear,Bronze Age,Bronze Age,BRONZE AGE,1200,800,"This is an example of a mid to late Bronze Age (1200-800BC) socketed spear tip.   Tip because there is a clear break at the larger end and the remains of the socket.  The depth of the remaining socket is 19mm.  The midrib section is round and the remnants of the blade might suggest that it was leaf shape.  The internal diameter of the socket is 7.85mm at the break.   In this example, the surface has a considerable number of longitudinal striations that run parallel to the expanding midrib section.  They may therefore be a result of the moulding process.  Additionally, there are numerous longitudinal and near longitudinal scratches and striations more likely caused by use.  The tip is chipped and that would seem to have been caused in antiquity.    There are also a great number of short, near horizontal scratches to one side of the midrib section.  Could they be the result of some twisting movement of the tip?  Looking at the face elevation, there is also a very slight bend in the end of this spear tip.  The blade wings are now mostly corroded away with no cutting edge now present.  The overall patina is of a dark green/brown.",,4,Copper alloy,,,Metal detector,2009-05-25T23:00:00Z,,,,12.3,,,12.2,47.86,1,Rod Trevaskus,Rod Trevaskus,Wales,Wrexham,Wrexham,Holt,SJ3753,GPS (from the finder),53.070503,-2.94172,CPAT-35D302,,2873-0003.jpg,Bronze Age - Socketed Spear - Probable,Clywd-Powys Archaeological Trust,Attribution-ShareAlike License,https://finds.org.uk/images/rod/2873-0003.jpg,https://finds.org.uk/images/thumbnails/213968.jpg
260381,Axe,Bronze Age,Bronze Age,BRONZE AGE,-2150,-1300,"A cast copper-alloy butt of a flat axe of the early to middle Bronze Age. The butt is wedge-shaped with a maximum thickness of 7.9mm and a minimum thickness of 3.14mm. There is an abraded break at the thick end of the wedge, and the narrow end of the wedge is worn. Along the lengths of the broad side faces, there are hints of a slight raised border.



Addendum - the blade end of the axe was found approximately 25m away from the original find spot in 2018 (details below).",,4,Copper alloy,,Returned to finder,Metal detector,2009-04-30T23:00:00Z,2018-05-14T23:00:00Z,,,44.4,,,7.9,47,1,Harriet Riley,Robert Collins,North East,Northumberland,Northumberland,Hepple,NY9996,From a paper map,55.258169,-2.017278,NCL-A0D3E7,,DSC_0064.jpg,EBA axe in two parts,Tyne and Wear Museums,Attribution-ShareAlike License,https://finds.org.uk/images/andyagate/DSC_0064.jpg,https://finds.org.uk/images/thumbnails/1016663.jpg
260745,Weapon,Bronze Age,Bronze Age,,-1500,-600,The tip of a sword of probable Bronze Age date. The fragment has a rounded central ridge and thinner edges.,,4,Copper alloy,,,Metal detector,2008-01-01T00:00:00Z,,,,4.22,,,3.11,29.19,1,Margaret Broomfield,Margaret Broomfield,South East,East Sussex,Wealden,Alfriston,TQ5203,From a paper map,50.806621,0.155897,SUR-FDB7B4,,09.05.JPG,Bronze age: Sword,Surrey County Council,Attribution-ShareAlike License,https://finds.org.uk/images/margaretb/09.05.JPG,https://finds.org.uk/images/thumbnails/214654.jpg
260857,Unidentified Object,Bronze Age,Bronze Age,MODERN,-1500,2000,"A possible tang of a chisel or other tool which is square in section and tapers to a rectangle at the terminal.  The object is very crisp, which may suggest this is a modern item, with iron concretion on the surface.",,4,,,,Metal detector,2008-01-01T00:00:00Z,,,,15.23,,,7.23,58.52,1,Margaret Broomfield,Margaret Broomfield,South East,East Sussex,Wealden,Alfriston,TQ5203,From a paper map,50.806621,0.155897,SUR-0FAAE7,,09.21.JPG,Unidentified object,Surrey County Council,Attribution-ShareAlike License,https://finds.org.uk/images/margaretb/09.21.JPG,https://finds.org.uk/images/thumbnails/214765.jpg
260957,Axe,Bronze Age,Bronze Age,,-900,-700,"A fragment from a socketed axe of late Bronze Age date, comprising part of the rim and the loop. The rim has a pronounced thickening and the socket appears to have been circular. The patina of the metal is a dull dark red with a blue/green surface.",,4,Copper alloy,,,Metal detector,2008-12-07T00:00:00Z,,,,21.39,,,,28.4,1,David W Williams,David W Williams,South East,East Sussex,Lewes,Beddingham,TQ4304,GPS (from the finder),50.817898,0.028642,-SUR 212026.00,,09.55.JPG,Bronze Age: Socketed axe,Surrey County Council,Attribution-ShareAlike License,https://finds.org.uk/images/dwilliams/09.55.JPG,https://finds.org.uk/images/thumbnails/214287.jpg
261296,Palstave,Bronze Age,Bronze Age,BRONZE AGE,-1600,-1400,"A cast copper-alloy Palstave axehead of the Arreton or Acton Park phase of the early to middle Bronze Age.

The palstave has an even green patina of the copper, with some pitting on the surface. The total (incomplete) length of the axehead is 113.42mm, with the blade (from the edge to the stop) comprising 67.18mm length and the septum/butt measuring 46.24mm in length. The flanges have a maximum breadth of 19mm, and the axe is thickest at the stops, measuring 11.82mm. At its widest, the blade is 40.2mm in breadth from tip to tip.

The stops are worn, but visible, and the axe looks as if it was used before it was deposited, based on the uneven wear of the blade. The butt is incomplete, but was probably rounded rather than flat-edged.",,4,Copper alloy,,,Metal detector,1997-01-01T00:00:00Z,,,,188.4,,,11.82,113.42,1,Robert Collins,Robert Collins,North East,Northumberland,Northumberland,Edlingham,NU0906,From a paper map,55.347947,-1.859628,NCL-8C1FE2,,IMG_0123.jpg,Bronze Age palstave axe head,The Portable Antiquities Scheme,Attribution-ShareAlike License,https://finds.org.uk/images/rcollins/IMG_0123.jpg,https://finds.org.uk/images/thumbnails/368890.jpg
261661,Socketed Axehead,Bronze Age,Bronze Age,,,,"This is a lower blade end fragment of a copper alloy, Late Bronze Age socketed axehead (possibly in the Llyn Fawr style).  In this instance, the blade has no flare to the tips and a cutting edge of 62mm against the width of 53.8mm; it was therefore, a substantial axe.  There are no visible mould marks to the sides.  The socket, or what remains of it, is a flat sided oval in form.  There is little of the original surface remaining and that which does remain, is in poor condition.  However, in that surface, there is evidence of use with vertical gouges and what might be horizontal striations from sharpening.  One side has some unusual looking marks just above the cutting edge; there are three triangular etchings and other small nondescript cross cuts.  Although they may simply be the effects of time on the decomposing surface, they do look deliberate.   The remnant is now heavily corroded and fragile and has a light to mid green colouration.",,4,Copper alloy,,,Metal detector,2009-03-31T23:00:00Z,,,,78.6,,,12.5,37.9,1,Rod Trevaskus,Rod Trevaskus,Wales,Powys,Powys,Llandrinio,SJ2917,From finder,52.745938,-3.053219,CPAT-C6C082,,2890-0003.jpg,Bronze Age - Axehead,Clywd-Powys Archaeological Trust,Attribution-ShareAlike License,https://finds.org.uk/images/rod/2890-0003.jpg,https://finds.org.uk/images/thumbnails/215376.jpg
262731,Flanged Axehead,Bronze Age,Bronze Age,,-1900,-1100,"Fragment of Early Bronze Age (1900 – 1100 BC) bronze/ copper alloy flanged axehead, consisting of the worn butt end only.  It measures 14.11mm in length and is 21.51mm wide and 5.66mm thick at break and 16.47mm wide and 1.70mm thick at the complete end. It is clear at the break that this edge is I-shaped in section (with a slight thickening at either end). The thickness at the middle of this edge 4.57mm. The fragment weighs 6.81g.",,4,,,,Metal detector,2009-04-30T23:00:00Z,,,,6.81,,,5.66,14.11,1,Katie Hinds,Katie Hinds,South West,Wiltshire,Wiltshire,Durnford,SU1235,From a paper map,51.114168,-1.829948,WILT-748724,,Martin0709flataxe.jpg,Early Bronze Age Flat Axehead,Salisbury and South Wiltshire Museum,Attribution-ShareAlike License,https://finds.org.uk/images/khinds/Martin0709flataxe.jpg,https://finds.org.uk/images/thumbnails/217226.jpg
262790,Spearhead,Bronze Age,Bronze Age,BRONZE AGE,-1700,-1250,"A fragment of a probable socketed and side looped spearhead dating from the Early or Middle Bronze Age, about 1700 - 1250 BC, Davis Groups 2-7. Only the end of the socket survives. The side loop is undamaged and is evenly rounded with a D shaped section. It has a smooth and glossy light green patina with some concretions on the surface. It is 27.9mm long, 17.6mm wide, and 15.7mm thick. It weighs 8.36gm. It was probably similar to NARC-9B5076 when complete.",,4,Copper alloy,,,Metal detector,2009-04-19T23:00:00Z,,,,8.36,,,15.7,27.9,1,Amy Downes,Amy Downes,Yorkshire and the Humber,North Yorkshire,Selby,South Milford,SE4930,From finder,53.764054,-1.258166,SWYOR-76EE76,,PAS 629 spear frag.jpg,Bronze Age spear fragment,West Yorkshire Archaeology Service,Attribution-ShareAlike License,https://finds.org.uk/images/acooper/PAS 629 spear frag.jpg,https://finds.org.uk/images/thumbnails/216474.jpg
