PASID,objectType,broadperiod,periodFromName,periodToName,fromdate,todate,description,notes,workflow,materialTerm,secondaryMaterialTerm,subsequentActionTerm,discoveryContext,datefound1,datefound2,TID,rallyName,weight,height,diameter,thickness,length,quantity,identifier,recorder,regionName,county,district,parish,fourFigure,gridSource,fourFigureLat,fourFigureLon,objectID,knownas,filename,imageLabel,imageCopyrightHolder,imageLicense,imageURL,thumbnail
7125,Spearhead,Bronze Age,Bronze Age,BRONZE AGE,-1500,-800,"The tip of a probably middle to late Bronze Age spearhead dating to c.1500-800 BC.



The object is sub-triangular in shape, tapering to a point and has a pronounced midrib. It has a dark green patina and a pitted surface.","
This record was created before the Portable Antiquities Scheme began using the Central Database. We are aware that this record may fall below our usual standards of recording, and we are working to rectify this.
",3,Copper alloy,,,Metal detector,1999-08-21T23:00:00Z,,,,,,,8,57,1,,Nick Herepath,Yorkshire and the Humber,North Lincolnshire,North Lincolnshire,Hibaldstow,SE9702,Centred on parish,53.505753,-0.538939,LVPL772,,lvpl772.jpg,lvpl772.jpg,The Portable Antiquities Scheme,Attribution-ShareAlike License,https://finds.org.uk/images/nherepath/lvpl772.jpg,https://finds.org.uk/images/thumbnails/1095.jpg
14485,Spear,Bronze Age,Bronze Age,BRONZE AGE,-1700,-1500,"Copper alloy spearhead, tanged, of Type 1B Curved Midrib (following Davis 2012, 33f.) and dating to the Arreton phase of the Early Bronze Age (c.1700-1500 cal. BC) (Needham et al. 1997).



The spearhead survives in two pieces, broken across the blade-tang junction. It has a long triangular blade bevelled at the edge, with a rounded midrib and (blade wings with) two distinct steps parallel to the edge of the blade. The central mid-rib is filled, on both sides, with rows of pointille (punched dot) decoration. The tip of the blade is missing and the blade edges are damaged. The junction of the tang and blade is demarcated by an undecorated triangular-shaped facet. The rectangular-sectioned unrivetted tang tapers towards an irregular end which curves slightly upwards. The tang is broken close to the junction with the blade; this is an ancient break. The surface of the spearhead is in poor condition and is partly obscured by corrosion deposits. Length 207mm, maximum width 40mm, thickness 10mm, weight 151grams.","An example of the tanged type of spearhead associated with the Arreton tradition which dates to the latest phases of the Early Bronze Age c.1700-1500 Cal BC (Ehrenberg 1977, 4; Needham 1996, 132-133). It is one of sixteen Type 1B tanged spearheads noted by Davis (2012, 33f.) and is published in his Prahistorische Bronzefunde (Davis 2012, 33, No.29, Plate 3). Two other examples are known from Wales presently (Davis 2012, Nos. 36 and 39). The distribution of tanged spearheads as a whole is concentrated in the south-east of England but examples occur throughout most of Britain and Ireland (Davis 2012, 38; Needham 1979, 7, fig.1.4). It is not possible to make out whether there are scored outlines across the blade-tang junction comparable with those noted on some other tanged spearheads (Needham 1979, 5).",3,Copper alloy,,,Metal detector,2000-01-01T00:00:00Z,,,,151,,,10,207,1,Philip MacDonald,Philip MacDonald,Wales,the Vale of Glamorgan,the Vale of Glamorgan,Penllyn,SS9876,,51.473737,-3.470011,NMGW314,,,,,,,https://bronze-age-index.micropasts.org/img.png
14496,Socketed Axehead,Bronze Age,Bronze Age,,-2500,-700,"Fragment of a cast late Bronze Age probably bronze socketed axe with a splayed and curved blade. The fragment was apparently broken and distorted in antiquity. Microscopic examination suggests the fragment is encrusted with ferrous and manganese oxide corrosion products presumably derived from the burial environment. Original blade width c.51mm, surviving height of fragment 40.5mm, maximum surviving thickness 13.5mm, weight 66.2 grams.
 

 
 Unfortunately, the fragment is not large enough to determine the specific type of the socketed axe. Socketed axes are a Late Bronze Age type and their use dates from approximately 1250BC to 750BC.",,3,,,Returned to finder,Metal detector,2000-04-30T23:00:00Z,,,,66.2,,,13.5,,1,Philip MacDonald,Philip MacDonald,Wales,the Vale of Glamorgan,the Vale of Glamorgan,Barry,ST1067,,51.394872,-3.294993,NMGW315,,,,,,,https://bronze-age-index.micropasts.org/img.png
14507,Blade,Bronze Age,Bronze Age,,-2500,-700,"Cast copper alloy leaf-shaped two-edged blade (length 63mm, width 19mm, thickness 2mm, weight 7.9 grams).The edges are slightly bevelled and the blade has a very slight but relatively wide midrib. One end of the blade apparently tapers into a tang which is now largely missing. The blade is in poor condition, its tip is bent and its edges are badly damaged and notched. This damage makes it difficult to evaluate whether the apparent tang is a genuine feature or simply a fortuitous break. The blade may possibly be an example of a rare type of Early to Middle Bronze Age knife known as a Class I or 'plantain razor' (Piggott 1946, 122-126, fig.5). The term 'razor' is a slight misnomer as these artefacts were almost certainly not used specifically for shaving but were rather some form of cutting tool. Unfortunately, the tang is the most diagnostic part of this artefact type and without it a positive identification is difficult.","This record was created before the Portable Antiquities Scheme began using the Central Database. We are aware that this record may fall below our usual standards of recording, and we are working to rectify this.",3,Copper alloy,,,Metal detector,1999-09-30T23:00:00Z,,,,7.9,,,2,63,1,Philip MacDonald,Philip MacDonald,South East,West Berkshire,West Berkshire,Leckhampstead,SU4577,,51.490164,-1.353251,NMGW3162,,,,,,,https://bronze-age-index.micropasts.org/img.png
14529,Rapier,Bronze Age,Bronze Age,,-1400,-1100,"Tip of a slender rapier, which has been reworked and used as a short dirk. There are no ridges or ribs visible on the blade, which has a slightly flattened but rounded cross section. This suggests that the artefact was once a Group IV rapier (Burgess & Gerloff 1981, 62). It is not possible to assign this reworked artefact to individual type within the overall group since diagnostic features high up the blade and on the original butt have been lost. The top of the blade fragment has been reworked by flattening the blade, though without splaying it. A new butt was created by inserting two side notches, one on each side of the blade, and 7mm from the top of the blade. These are between 4-5mm long, and concave in outline. The artefact has a black surface patina, and is slightly pitted. One modern scratch has revealed the bronze metal beneath the surface patina. Belongs to the Taunton or Penard phases of the Middle Bronze Age (1400-1100 cal BC). Dimensions: length 116mm, maximum blade width 17mm, thickness 2.5mm, butt width 13mm, weight 19.4g.","Group IV rapiers were generally used and deposited during the Taunton and Penard phases of the British Middle Bronze Age (Burgess & Gerloff 1981, 106-9). In recent times, these phases have been radiocarbon dated to between 1400 - 1100 BC cal (Needham 1996; Needham et al 1997). Examples of Welsh Middle Bronze Age dirks and rapiers within the National Collection come from Llanfair Clydogau, Cardiganshire (Savory 1980, Cat 243), Llansannor, Vale of Glamorgan (Savory 1980, Cat 245) and Mynydd Hyddgen, Powys (Savory 1980, Cat 246). Recently a reworked rapier tip from West Cross Beach, Swansea Bay has been added to the collections (unpublished).",3,Copper alloy,,Returned to finder,Metal detector,1999-10-03T23:00:00Z,,,,19.4,,,2.5,116,1,Adam Gwilt,Philip MacDonald,Wales,Swansea,Swansea,Mumbles,SS6389,From a paper map,51.58315752,-3.97872793,NMGW3182,,,,,,,https://bronze-age-index.micropasts.org/img.png
14537,Rapier,Bronze Age,Bronze Age,,-2500,-700,"Tip of a Middle Bronze Age rapier or dirk with a flattish mid-section and wide slightly bevelled edges. The surface of the fragment is corroded and its edges are damaged. The break is ancient. Surviving length 71.5mm, maximum surviving width 17mm, maximum surviving thickness 2.5mm. The fragment is an example of Burgess and Gerloff's Group IV (1981, 3, 62-112). It is not possible to identify which particular type of Group IV blade this fragment is an example of because the diagnostic features high up on the blade and butt have been lost.","An example of a group IV blade - that is one with a flattish mid-section and wide bevelled edges cf. Burgess and Gerloff 1981,2. This group mainly consistent with the Penard Phase (Burgess and Gerloff 1981,3). Group IV blades were generally used, and deposited, during the Taunton and Penard phases of the Middle Bronze Age (Burgess and Gerloff 1981, 106-109) which date from between 1400 and 1150 cal. BC (Needham 1996, 133-134, fig.1; Needham et al. 1997, 84-90). Other Middle Bronze Age finds recorded from Swansea Bay include: a Group IV rapier tip with reworked butt [NMGWPA:99.81.1]; a probable Group III dirk reused from a longer blade [Acc.No.98.15H]; a Group II dirk with a mid-rib [Acc.No.98.15H]; and a leaf-bladed sword related to the Ballintober series (Green 1985, 283-285, pl.1).",3,Copper alloy,,,Metal detector,2000-05-10T23:00:00Z,,,,,,,2.5,71.5,1,Philip MacDonald,Philip MacDonald,Wales,Swansea,Swansea,Castle,SS6491,From finder,51.60137197,-3.96507973,NMGW319,,,,,,,https://bronze-age-index.micropasts.org/img.png
14547,Socketed Axehead,Bronze Age,Bronze Age,,-2500,-700,"Fragment of a cast copper alloy (probably bronze) socketed axe with a curved blade. The fragment was apparently broken and distorted in antiquity. The distorted form of one side of the fragment suggests that the blade may have originally been splayed in form. Original blade width c.31mm, surviving height of fragment 21mm, maximum surviving thickness 8mm, weight 10.8 grams.","An example of a Late Bronze Age socketed axe. Unfortunately, the fragment is not large enough to determine the specific type of the socketed axe. Socketed axes are a Late Bronze Age type and their use dates from approximately 1250BC to 750BC.",3,Copper alloy,,,Metal detector,2000-04-02T23:00:00Z,,,,10.8,,,8,21,1,Philip MacDonald,Philip MacDonald,Wales,Bridgend,Bridgend,Pyle,SS8282,,51.52454816,-3.7022894,NMGW320,,,,,,,https://bronze-age-index.micropasts.org/img.png
14564,Palstave,Bronze Age,Bronze Age,,-1500,-1200,"Early mid-rib palstave - unlooped with a slight single median rib along each face. The rib is not defined by hollows near the stop, as on some early palstaves. The blade is relatively narrow but has a deeply curved edge. The flanges are leaf-shaped and do not extend along the blade. The stop ridge is undeveloped and is only marginally higher than the surface of the blade. The stop is concave with a shallow 'V' shaped profile. Casting problems have led to damage around the butt resulting in a 'V' shaped intrusion, which should not have effected the usefulness of the axe. The casting seams have been removed but remnants are still visible along both sides. The palstave is complete and in very good condition with a consistent light brown patina. The blade has retained its sharp edge and was probably never extensively used. This form of early palstave dates to the Middle Bronze Age c.1500-1200 BC lying in Needham's metalwork stage 5 (Needham 1997). Butler (1963) has suggested that early mid-ribbed and shield pattern palstaves originate from the initial Acton Park phase of Middle Bronze Age metalworking (Northover, forthcoming p130). The blade shape, low stop ridge and side profile (showing a distinction between flange and blade) may suggest a date towards the end of this form and prior to the introduction of the looped palstave. Length 137mm, blade width 67.9mm (at edge), 29mm (below stop), butt width 22.5mm, maximum thickness 38.3mm, stop height 9.1mm, weight 444.4 grams.","A similar palstave (92.252H) but with a shield pattern and of a more slender form has been found at Penllyn. Also recovered from Penllyn was an unlooped palstave with a poorly defined midrib, but is again more slender than this example and with a less splayed blade. The closest parallel is an example from Llanfylin, Gwent (Green, 1985) although this axe is longer and more slender. Green (ibid.) argues the Llanfylin axe is best compared with the Chepstow type of Schmidt and Burgess (1981) and is paralleled with the nearby Coed Llan hoard of Early Palstaves (Williams, 1877). It could be argued Schmidt and Burgess's 'Type Coed Llan' (1981) matches both axes equally as well due to the absence of flange extensions.",3,Copper alloy,,,Metal detector,1999-08-17T23:00:00Z,,,,444.4,,,38.3,137,1,Mark Lodwick,Philip MacDonald,Wales,the Vale of Glamorgan,the Vale of Glamorgan,Penllyn,SS9876,,51.473737,-3.470011,NMGW3216,,,,,,,https://bronze-age-index.micropasts.org/img.png
14612,Palstave,Bronze Age,Bronze Age,,-2500,-700,"Sub-circular copper alloy casting, possibly of a Bronze age flat axe or palstave. The original surface of the casting is lost to corrosion; however, the fragment has a curved edge which may have formed the blade of an axe or a thin palstave. Width of 'blade' 43mm, surviving length 31.5mm, surviving maximum thickness 8.5mm, weight 38.1 grams.","This record was created before the Portable Antiquities Scheme began using the Central Database. We are aware that this record may fall below our usual standards of recording, and we are working to rectify this.",3,Copper alloy,,,Metal detector,1999-09-30T23:00:00Z,,,,38.1,,,8.5,31.5,1,Philip MacDonald,Philip MacDonald,Wales,Newport,Newport,Marshfield,ST2682,Centred on parish,51.532038,-3.068211,NMGW3262,,,,,,,https://bronze-age-index.micropasts.org/img.png
14631,Spear,Bronze Age,Bronze Age,BRONZE AGE,-1500,-1275,"Cast copper alloy side-looped spearhead with a leaf-shaped blade and lozenge-shaped midrib. The mouth of the socket, the edges and end of the blade and much of the original surface of the spearhead are missing. The side loops on the socket are also missing; however, their original position, approximately midway along the incomplete socket, is indicated by the surviving stubs of the loops (set c.8-9mm apart). The socket continues for a short way into the blade. There is no evidence to suggest that the spearhead was originally decorated. Surviving length 76mm, surviving length of blade 41mm, maximum surviving external diameter of socket 13.5mm, maximum surviving width of blade 13mm, maximum thickness of midrib 8mm. This is an example of Ehrenberg's Class IV spearhead (cf. Ehrenberg 1977, 7-9) and Davis' Class 6 Unclassified (Davis 2012, 106, No.648, Pl.37).","A small example of a Class IV side-looped/Class 6 Unclassified Developed Side-looped Bronze Age spearhead. It is interesting to note that the spearhead blade lodged in the vertebra of one of the two inhumed individuals excavated at Tormarton, Gloucestershire was also a small example of a side-looped spearhead. In her study of the spearheads from Berkshire, Buckinghamshire and Oxfordshire, Ehrenberg noted that examples of the type from her study area ranged in length from 90mm to 210mm (1997,7); when complete the St Nicholas spearhead's length probably fell within the lower part of that range. Side-looped spearheads are a Middle Bronze Age type whose main vogue can be dated to the Acton Park and Taunton metalwork phases (c.1500 BC to c.1250 BC) although later examples are known (Davis 2012, 108-110; Needham et al. 1997, 84-86).",3,Copper alloy,,Returned to finder,Metal detector,2001-02-01T00:00:00Z,,,,,,,8,76,1,Philip MacDonald,Philip MacDonald,Wales,the Vale of Glamorgan,the Vale of Glamorgan,St. Nicholas and Bonvilston,ST0974,,51.45763714,-3.31116217,NMGW3282,,,,,,,https://bronze-age-index.micropasts.org/img.png
14649,Socketed Axehead,Bronze Age,Bronze Age,BRONZE AGE,-1150,-800,"Late Bronze Age looped socketed axe with a facetted decagonal (ten sided) section and a trumpet-shaped collar defined by two pronounced mouldings. The loop is on the level with the lower edge of the collar. There are several minor casting flaws on the surface of the axe. The flashing marks which extend up both sides of the axe have been burred over where they cross the collar and on the inside of the loop. Surface scratching adjacent to the edge suggest that the axe has been used or sharpened. Length 107.5mm, width of blade edge 45mm, external diameter of socket 35-36.5mm, width 147.7 grams. An example of the Aylesham variant of the Meldreth type of facetted socketed axe cf. Schmidt and Burgess 1981, 206-207, nos.1231-1247B, pl.83.","The distribution of Meldreth type socketed axes extends throughout Britain, Ireland and western Europe (Schmidt and Burgess 1981, 204). As a type they are defined by: slender facetted bodies (the number of facets varying from six to twelve) and trumpet-shaped collars which curve upwards and outwards (Schmidt and Burgess 1981, 204-205). The shape of the type's socket varies from circular to square in section and the lower part of the collar is variously defined by one or more mouldings, grooves, overhangs or steps (Schmidt and Burgess 1981, 205). The variations in the form of the lower part of the collar are used to sub-divide the type. The Aylsham variation includes those axes which have a horizontal moulding, groove or series of grooves at the base of the trumpet-shaped collar (Schmidt and Burgess 1981, 206). A local example of a facetted socketed axe which is also an Aylesham variant of the Meldreth type, albeit with a single groove rather then a horizontal moulding at the base of the collar, is known from St Mellons, Cardiff (Savory 1980, 108, no.189. Fig.24). Survey of the associations of Meldreth type axes from northern Britain suggests that the type dates to the late Wilburton and Ewart Park phases (Schmidt and Burgess 1981, 209-211). Southern British associations of the type with Stogursey type axes are consistent with this date (I.e. Mc Neil 1973, 49, nos.34-37; see also Schmidt and Burgess 1981, 210). Recent evaluation of the chronology of the British Bronze Age dates the late Wilburton and Ewart Park phases to the period 950-750 BC (Needham 1996, 136-137, fig.1; Needham et al. 1997, 93-98). The deliberate burring over of the flashing marks on just the collar and inside of the loop on the Penllyn axe is notable. It is uncertain how this was achieved, presumably it was ground down with some form of whetstone or abrasive; however, that it was done at all suggests that the collar was functional and, in addition to the loop, accommodated a binding (cf. Orme and Coles 1983, fig.15; Earwood 1993, fig.128). It is possible that the multiple mouldings around the collars of the Meldreth type axes of the Westow variant (i.e. Schmidt and Burgess 1981, 208, nos.1249-1252, pl.84) are skeumorphic representations of collar bindings of the kind suggested above for the Penllyn axe. The typological, and by extension chronological, significance of this observation is uncertain; a significant number of the Meldreth type axes illustrated by Schmidt and Burgess apparently have had the flashing marks on their collar removed (I.e. Schmidt and Burgess 1981, nos.1215, 1217, 1219-1230, 1237, 1240, 1242, 1244, 1246-1248, pls.82-83).",3,,,Returned to finder,Metal detector,2000-03-01T00:00:00Z,,,,147.7,,35,,107.5,1,Philip MacDonald,Philip MacDonald,Wales,the Vale of Glamorgan,the Vale of Glamorgan,Penllyn,SS9876,,51.473737,-3.470011,NMGW33,,,,,,,https://bronze-age-index.micropasts.org/img.png
14675,Flat Axehead,Bronze Age,Bronze Age,BRONZE AGE,-2300,-1900,"Flat axe - probably Class 3.



Cast copper alloy (bronze) flat axe which thickens towards the middle, with a thin, narrow and slightly rounded butt and a splayed blade. The edges of both the butt and the blade are damaged and the surface of the axe has several spots of corrosion. The sides of the blade more or less evenly curve outwards towards the cutting edge from a point situated about one third along the length of the axe from the butt. The lower halves of both faces of the axe are decorated with a series of incised, longitudinally arranged, irregular, short strokes which form a distinctive 'rain pattern'. Longitudinal striations on both faces of the axe adjacent to the blade edge are probably use-related polish.



Length 131.5mm, width of blade 78mm, width of butt 30.5mm, maximum thickness 11.5mm, weight 346.1 grams.



An example of the Midgale type of Early Bronze Age flat axe, falling within Needham's (1983) Class 3.","The Migdale type has been defined by Schmidt and Burgess as simple, thin-butt, bronze flat axes with more or less evenly curved sides and relatively wide cutting edges, which do not turn out abruptly from the sides (1981, 35). Migdale axes lack features such as median bevels, raised edges and the narrow straight-sided form frequently associated with decoration (Schmidt and Burgess 1981, 35). Attempts to subdivide the type on the basis of variation in form have been unsuccessful; graphs plotting indices of shape such as length, width and the ratios of the body width at various points along the length of the axe do not show discrete concentrations (Schmidt and Burgess 1981, 35). The Gwaelod-y-Garth example is a relatively narrow example of the type. Although most Migdale axes are plain the lower halves of both faces of this example are decorated with a series of incised irregular short dashes which form a 'rain pattern' cf. Harbison 1969, 67, fig.3.D3. Similar decoration is present on Migdale axes from Ystradowen, Glamorgan (Savory 1954-56; Savory 1980, 43,100, no.111, fig.17), Oxwich Bay, Gower (Gwilt and Macdonald 2000) and reportedly Montgomeryshire (Savory 1964-66, 192; Savory 1980, 43, 100, no.108, fig.17). As a type Migdale axes are difficult to date with precision. The typological metalworking stage or assemblage which includes Migdale axes has recently been dated from c.2300BC to c.1900BC (Needham 1996, 130, fig.2). Unfortunately, there is little independent evidence for the dating of decorated examples of the Migdale type, although there is some evidence to suggest that they may date to a late phase of the type's vogue (Schmidt and Burgess 1981, 58).",3,Copper alloy,,Returned to finder,Metal detector,2001-02-01T00:00:00Z,,,,346.1,,,11.5,131.5,1,Philip MacDonald,Philip MacDonald,Wales,Rhondda Cynon Taf,Rhondda Cynon Taf,Llantwit Fardre,ST1084,,51.547689,-3.299328,NMGW3322,,,,,,,https://bronze-age-index.micropasts.org/img.png
14678,Spear,Bronze Age,Bronze Age,BRONZE AGE,-1400,-1275,"Middle Bronze Age basal-looped spearhead. Length 220mm and 32mm wide across the widest part of the leaf-shaped blade. The socket, encircled by three lightly engraved lines, is 50mm and 16-17mm in diameter at the mouth where it is approximately circular in cross section; further up, the section is sharply angular. Because part of the wooden shaft remains firmly wedged in place it is not possible to known how far the hollow socket extends. There are two neatly formed loops at the base of the blade, one a little larger and lower than the other. The two halves of the mould have been very slightly misaligned and the thickness of the socket metal varies around its circuit. There is a small blow hole in one side of the spine just above the loops. The weapon is not worn or smoothed by the sea and there are stains on the blade which suggest that it had laid until recently in some peaty soil. It is probable, therefore, that it had been recently eroded from coastal peats.



The metal is in good condition with a fairly uniform matt surface of blue/purple colour; nowhere is the patination shiny, which may be an effect of salt water and sand. The edges of the blade have been sharpened in the middle section in antiquity, creating a slightly ragged, thinner edge; the bottom of the socket has also seen a little damage which may have occurred during use. This spearhead falls within Davis' (2012) Type 8A spearhead (flame-shaped blade, incorporated basal-loops) and can be dated broadly to the Taunton phase (1400-1275 BC) (Davis 2012,133-134). It is recorded in Davis' (2012) corpus: No.741, Pl.45. The spearhead can be paralleled in the Taunton hoard itself and in the Stibbard hoard from Norfolk. In Wales the closest parallel is the very splendid weapon from Nebo near Llanrwst which is twice the length but has the same angular socket and essentially leaf-shaped blade (Bezant Lowe 1912, 47; Ellis Davies 1929, 342). A spearhead from the river at Hay on Wye is of similar date but has a rather more complex section across the blade (Savory 1980, 112, fig.27).","The coastal area of Merioneth on either side of the Maddach has produced quite a number of chance finds of bronze implement over the years (Bowen and Gresham 1967, 109-28). The palstave is the main working tool of the period and there are several of both Middle and Late Bronze Age date; but in addition there are a surprising number of weapons. A spear, now lost, from Barmouth had loops on the socket, so probably belonged to an earlier phase than the Tal y Bont one; those from Llanfrathen and Brithir are without loops and belong to the Late Bronze Age. The famous Cwm Moch hoard contains spears with basal loops but a rather more triangular blade which indicates a date in the Penard phase, about 1200 cal BC. This hoard also contains rapiers, the quintessential Middle Bronze Age weapon, soon to be replaced by the leaf-shaped sword which first appears in this phase. Rapiers are rather rare everywhere, but Merioneth has produced another from the Cwm Moch area. Two fine gold torcs (twisted 'neck rings' but long enough to be used as a belt) have been found, one near Harlech and the other on the slopes of Cadair Idris. At a slightly later date a splendid bronze shield was buried in a bog near Gwern Einion and a rare bronze bucket was similarly offered to the gods at Arthog (Bowen and Gresham 1967, 126-7). Coastal Merioneth may therefore be regarded as a region of wealth and splendour in the Bronze Age. The quantity of material is not especially large, but the quality and interest of the pieces is high.",3,Copper alloy,,Returned to finder,Metal detector,2000-04-20T23:00:00Z,,,,,,,,220,1,F Lynch,Philip MacDonald,Wales,Gwynedd,Gwynedd,Barmouth,SH6217,From a paper map,52.732976,-4.045221,NMGW3325,,,,,,,https://bronze-age-index.micropasts.org/img.png
