PASID,objectType,broadperiod,periodFromName,periodToName,fromdate,todate,description,notes,workflow,materialTerm,secondaryMaterialTerm,subsequentActionTerm,discoveryContext,datefound1,datefound2,TID,rallyName,weight,height,diameter,thickness,length,quantity,identifier,recorder,regionName,county,district,parish,fourFigure,gridSource,fourFigureLat,fourFigureLon,objectID,knownas,filename,imageLabel,imageCopyrightHolder,imageLicense,imageURL,thumbnail
1061209,Awl,Bronze Age,Bronze Age,ROMAN,-1500,410,"A copper alloy awl of possible Bronze Age to Roman date, c. 1500 BC - AD 410. The object consists of a rod of copper alloy, sub-square in cross section at one end, tapering into a point, whilst the other end only tapers in a single plane, forming a flat chisel-like terminal. 



Dimensions: 42.98mm in length; 3.99mm in width/thick; 3.1g in weight.



cf. similar objects recorded on this database: SWYOR-472835, WMID-7999D4.",,4,Copper alloy,,Returned to finder,Metal detector,,,,,3.1,,,,42.98,1,Jane Hanbidge,Jane Hanbidge,South West,Wiltshire,Wiltshire,Shrewton,SU0544,,51.19519836,-1.9298266,WILT-408852,,WILT408852.jpg,WILT-408852,Salisbury and South Wiltshire Museum,Attribution License,https://finds.org.uk/images/sophaw123/WILT408852.jpg,https://finds.org.uk/images/thumbnails/1181807.jpg
1061221,Miniature Object,Bronze Age,Bronze Age,ROMAN,-800,410,"A complete Bronze Age to Roman copper alloy miniature socketed axehead dating to c 800 BC - AD 410. It is rectangular in form, partly hollow, tapering from an oval mouth to a vertical cutting edge. It does not have the usual loop, instead it has a circular hole through the upper part of the blade itself, perhaps to allow it to be suspended and worn.



Dimensions: 13.2mm in height; 14.1mm in length; 8.5mm thick; 5.1g in weight



This resembles Robinson's Type IVa 'Miniature axes with parallel vertical sides - essentially square' (nos. 16-18), although as the edges flare a little it also has some similarity with Type IIb 'miniature axes with an expanding straight sided profile - short stubby axes' (nos. 8 and 9). Robinson does, however, note that no. 9 of Type II can be compared with no. 18 of class IV, and, therefore, Type IV is suggested for this miniature axehead. Similar objects on the database are WILT-669E9D and WILT-B9731D, which both exhibit the same sub-square form as this example.



The dating of miniature axeheads is from the late Bronze Age to Roman periods, but they are more common from the Roman period. Robinson dates no.18 to the Roman period, although does not give an explanation for this dating. No. 16, however, was found with a hoard of Bronze Age and Iron Age objects. A wide date range is therefore suggested for this example.



Miniature socketed axeheads possibly functioned as amulets or votive offerings (Robinson 1995, 60).



Ref:  Robinson, P. (1995) 'Miniature socketed bronze axes', The Wiltshire Archaeological and Natural History Magazine, vol. 88, 60-68",,4,Copper alloy,,Returned to finder,Metal detector,,,,,5.1,13.2,,8.5,14.06,1,Jane Hanbidge,Jane Hanbidge,South West,Wiltshire,Wiltshire,Shrewton,SU0544,,51.19519836,-1.9298266,WILT-40EB06,,WILT40EB06.jpg,WILT-40EB06,Salisbury and South Wiltshire Museum,Attribution License,https://finds.org.uk/images/sophaw123/WILT40EB06.jpg,https://finds.org.uk/images/thumbnails/1181794.jpg
1061275,Sword,Bronze Age,Bronze Age,BRONZE AGE,-1000,-800,"A fragment of a copper alloy blade from a late Bronze Age sword dating to c. AD 1000-800 BC. The blade section is 55mm long with old breaks at both ends. The cross section is lenticular, with a pronounced rounded midrib of 8.3mm thick with grooved sides and bevelled blade edges.",,4,Copper alloy,,Returned to Landowner,Metal detector,2022-04-06T23:00:00Z,,,,56.05,,,8.4,55,1,Simon Maslin,Simon Maslin,South East,Surrey,Runnymede,Egham Town,TQ0072,From finder,51.43818027,-0.56268649,SUR-42B7D9,,SUR42B7D9.jpg,,Surrey County Council,Attribution License,https://finds.org.uk/images/smaslin/SUR42B7D9.jpg,https://finds.org.uk/images/thumbnails/1178598.jpg
1061674,Axehead,Bronze Age,Bronze Age,BRONZE AGE,,,"A fragmentary cast copper alloy axe head of Late Bronze Age date. The type is uncertain, but probably South Wales (Stogursey) Type of Ewart Park metalworking industry dated to c.950-750 BC, but possibly of Wilburton-Wallington through to Llyn Fawr industries dating to c.1150-600 BC. 



The axehead is represented by the end of the blade only with a straight transverse break across its width resulting in a surviving length of 32.3mm. The break happened in antiquity and is likely evidence for deliberate breakage of the object prior to deposition, or ‘ritual killing’. The width at the break is 33.2mm (11.8mm thick) with traces of the hollow ovoid socket surviving (internal dimensions of the remaining socket 23mm x 6.9mm ). The sides are bevelled toward their centre with casting seams running along their surviving centre, terminating c.6.6mm before the blade edge. One casting seam has been damaged by corrosion, but the surviving seam suggests that it was finished. The blade edge has a slight expansion and possibly uneven curve, although damage to the original surface makes it difficult to tell for certain. The blade edge has a medium curvature (max width 36.3mm) with some damage to the original surface edge. The faces of the axe are gradually convergent and very slightly convex with the end of a single raised rib decoration preserving on one face (surviving rib length 7.8mm from the break). Some striations from sharpening are suggested, mostly concentrated on one face. The surface has a dark brown patina with areas of damage revealing bright green bronze corrosion beneath. The fragment weighs 39.72g.



The fragmentary condition of the axe makes typological identification uncertain. The form indicates a socketed axe of Late Bronze Age date, c. 1,150 – 600BC of Wilburton-Wallington, Ewart Park or Llyn Fawr metalworking industries. However, the form, scale and ribbed decoration suggest the axe to be of South Wales or allied type and of Ewart Park metalworking industry (c. 950-750BC). The inward hammered at the break would suggest deliberate damage prior to deposition.



Similar objects are recorded on the PAS database e.g. NMGW-EEFAFA, NMGW-31C923, NMGW-32296E, NMGW-219CA8",,4,Copper alloy,,Returned to finder,Metal detector,,,,,39.72,,,11.8,32.2,1,Adelle Bricking,Adelle Bricking,Wales,Cardiff,Cardiff,St. Fagans,ST0978,,51.49359371,-3.3121938,NMGW-6BD01B,,NMGW6BD01Bdylanaxehead.jpg,,The Portable Antiquities Scheme,Attribution License,https://finds.org.uk/images/dellbricking/NMGW6BD01Bdylanaxehead.jpg,https://finds.org.uk/images/thumbnails/1179032.jpg
1061700,Sword,Bronze Age,Bronze Age,BRONZE AGE,-1500,-800,"A fragment of cast copper-alloy balded fragment of Middle to Late Bronze Age date, likely from a sword, rapier or dirk.



Description: The fragment has a lozenge-shaped cross section and near paralalel bladed sides. The midrib is very low and not extenuated. The irregular breaks and bent ends are well patinated, suggesting the damage occurred in antiquity, possibly intentionally as is common with contemporary weapon and tool fragments



Measurements: Length: 28.96mm; width: 37.71mm; thickness: 5.84mm. Weight: 29.47g.",,4,Copper alloy,,Returned to finder,Metal detector,,,,,29.47,,,5.84,28.96,1,Jo Ahmet,Jo Ahmet,South East,Kent,Dover,Eastry,TR2953,Generated from computer mapping software,51.23021613,1.27868518,KENT-708F91,,KENT708F91.jpg,Fragment of copper-alloy bladed weapon,Kent County Council,Attribution License,https://finds.org.uk/images/ucljo/KENT708F91.jpg,https://finds.org.uk/images/thumbnails/1179105.jpg
1061954,Axehead,Bronze Age,Bronze Age,BRONZE AGE,-1500,-800,"A fragment of Bronze Age axe, dating to c. 1500 - 8000 BC. Axe head type not further defined, possibly a fragment of socketed axehead. The fragment is the blade end of the axehead with a ragged transverse break cutting across its body.  There is no trace of a socket at this broken end. Beyond the break the axe widens in smooth concave curves to the blade edge which is crescent shaped. 

Length: 26.6 mm

Width: 48.6 mm

Thickness: 10.9 mm

Weight: 53.6 g



Dr Edward Caswell comments: Given the extent of the curve of the blade and the even thickening towards the centre in cross section, the fragment is likely to be from a Late Bronze Age (c.1150 - 800 cal BC) socketed axehead.",,4,Copper alloy,,Returned to finder,Metal detector,,,,,53.6,,,10.9,26.6,1,Megan Gard,Megan Gard,East Midlands,Leicestershire,Harborough,Billesdon,SK7102,Centred on parish,52.61114642,-0.95288697,LEIC-EB5D97,,EB5D97.jpg,,Derby Museums Trust,Attribution License,https://finds.org.uk/images/meggard1/EB5D97.jpg,https://finds.org.uk/images/thumbnails/1179458.jpg
1062155,Spearhead,Bronze Age,Bronze Age,BRONZE AGE,-1500,-800,"An incomplete copper alloy Bronze Age spearhead dating to c.1500-800 BC.



The object consists of the upper section of the blade only; the lower portion and socket are missing. The blade is triangular in shape and lozenge in section. From the tip of the spearhead is a central ridge that runs vertically towards the socketed base on both faces. These two ridges form a shallow oval cross section and are flanked by thinner blades that taper to a worn and broken point. The base of the blade is incomplete with a worn break. Overall the object has a smooth mid-green patina.



Dimensions: Length 63.32mm; width 37.47mm; thickness 7.24mm; weight 26.88g",,4,Copper alloy,,Returned to finder,Metal detector,,,,,26.88,,,7.24,63.32,1,Heather Beeton,Heather Beeton,North West,Warrington,Warrington,Grappenhall and Thelwall,SJ6286,GPS (from the finder),53.36948828,-2.57256851,LVPL-126FD7,,LVPL126FD7.jpg,Bronze age spearhead,National Museums Liverpool ,Attribution License,https://finds.org.uk/images/heatherbeeton/LVPL126FD7.jpg,https://finds.org.uk/images/thumbnails/1181782.jpg
1062158,Spearhead,Bronze Age,Bronze Age,BRONZE AGE,-1500,-1100,"A fragment copper alloy spearhead dating to the early to middle Bronze Age c.1500-1100 BC. Possibly a Davis (2017) Group 8 “Incorporated basal looped” which are described as 'Normally longer than the developed side looped spearhead.'



The object consists of a fragment of the blade only; the rest of the blade and socket are missing. The blade is broadly triangular in shape with a prominent central ridge on both faces that produces a lozenge cross section. The blade edges thin from the centre ridge. The edges are worn and broken and the tip and base are missing. Overall the object has a smooth brown patina.



Dimensions: Length 34.83mm; width 22.83mm; thickness 10.89mm; weight 13.79g",,4,Copper alloy,,Returned to finder,Metal detector,,,,,13.79,,,10.89,34.83,1,Heather Beeton,Heather Beeton,North West,Warrington,Warrington,Grappenhall and Thelwall,SJ6286,Centred on field,53.36948828,-2.57256851,LVPL-12AE41,,LVPL12AE41.jpg,Bronze Age spearhead: Davis (2016) Group 8,National Museums Liverpool ,Attribution License,https://finds.org.uk/images/heatherbeeton/LVPL12AE41.jpg,https://finds.org.uk/images/thumbnails/1181776.jpg
1062340,Flat Axehead,Bronze Age,Bronze Age,BRONZE AGE,-2350,-1500,"Early Bronze Age copper-alloy flat axehead. It has a wide convex cutting edge and a narrower convex butt end. The two side edges connecting these&nbsp;are longitudinally concave and flaring but transversally convex. Viewed from either of the side edges&nbsp;the axehead is lentoid: thickest in the middle and tapering convexly to a point at the cutting and butt ends. It is virtually complete, with two small but noticeable deformations at the cutting edge and another at the butt end, most probably caused&nbsp;by&nbsp;impact. 

Both faces have a similar cast-in decoration or texture resembling wrinkles or fibres, which are very broadly linear, oriented along the longitudinal axis. They appear at six millimetres from the butt edge and continue up to ten millimetres before the cutting edge, spanning the full width of each face and spreading outwards as the width of the axehead expands. The side edges are not decorated. c. 2350-1500 BC

Length: 88.0mm. Width: 58.3mm. Thickness: 10.0mm. Weight: 182.4g",,4,Copper alloy,,Returned to finder,Metal detector,2021-10-01T00:00:00Z,2022-02-28T00:00:00Z,,,182.4,,,10,88,1,,Andrew Williams,Eastern,Norfolk,South Norfolk,Bressingham,TM0782,,52.39685663,1.04109525,NMS-29E851,,PFd_59791_29E851_INDJL08042022AW_BA_FlatAxehead.jpg,Early Bronze Age flat axehead,Norfolk County Council,Attribution License,https://finds.org.uk/images/awilliamsnorfolk/PFd_59791_29E851_INDJL08042022AW_BA_FlatAxehead.jpg,https://finds.org.uk/images/thumbnails/1181497.jpg
1062433,Spearhead,Bronze Age,Bronze Age,BRONZE AGE,-1600,-1001,"Fragment of a Middle Bronze Age copper alloy spearhead, end of blade with blunt damaged point of lozengiform section. The damaged cutting edges have a slight concave taper to the point. The lower end is broken with no trace of a socket. Extant length 52.5mm. Extant width 18mm. Extant thickness 8mm. Weight 14.46g. c. 1600 - c. 1000 BC.",ENF152146,4,Copper alloy,,Returned to finder,Metal detector,2022-03-05T00:00:00Z,2022-03-05T00:00:00Z,,,14.46,,,8,52.5,1,Steven Ashley,Steven Ashley,Eastern,Norfolk,Broadland,Salle,TG1224,,52.77195341,1.14133097,NMS-68AB89,,Image1882.jpg,,Norfolk County Council,Attribution License,https://finds.org.uk/images/jasongibbons/Image1882.jpg,https://finds.org.uk/images/thumbnails/1180859.jpg
